1,1,1,1
0.005
0.02719655,0.002996223,0.2
0.02719655,0.002996223,0.2
0.01567258,-0.01682498,0.2
-0.02396983,-0.0474787,0.2
-0.03065372,-0.04909205,0.2
-0.04102528,-0.0497835,0.2
-0.04655679,-0.0474787,0.2
-0.04840062,-0.0419472,0.2
-0.04955301,-0.02857942,0.2
-0.04932253,-0.009910606,0.2
-0.04356056,0.01083252,0.2
-0.0253527,0.03226708,0.2
-0.01682497,0.03664619,0.2
0.007375325,0.04079481,0.2
0.022126,0.03779858,0.2
0.0352633,0.02857941,0.2
0.04263865,0.01636402,0.2
0.04632632,0.001843836,0.2
0.04678727,-0.01037156,0.2
0.04286913,-0.01751642,0.2
0.03664618,-0.02258696,0.2
0.0297318,-0.02350888,0.2
0.02189553,-0.02120408,0.2
0.01820787,-0.01774689,0.2
0.01636401,-0.01221539,0.2
0.01590306,-0.003457188,0.2
0.01636401,0.008297246,0.2
0.02166505,0.01682498,0.2
0.02996228,0.02281743,0.2
0.03918146,0.02373935,0.2
0.04886157,0.02189552,0.2
0.07951529,-0.006453417,0.2
0.08389442,-0.01498115,0.2
0.08781256,-0.03111469,0.2
0.08850399,-0.04171672,0.2
0.08043724,-0.0486311,0.2
0.08043724,-0.0486311,0.2
0.07098757,-0.04678727,0.2
0.06683896,-0.04033385,0.2
0.06361225,-0.02834894,0.2
0.06153794,-0.01221539,0.2
0.06222937,0.008758212,0.2
0.06568655,0.01521162,0.2
0.06845231,0.01820786,0.2
0.07421428,0.02028216,0.2
0.07905435,0.02051264,0.2
0.08596873,0.01751641,0.2
0.099567,0.005992458,0.2
0.1177748,-0.02327839,0.2
0.1239978,-0.04263864,0.2
0.1244587,-0.05715883,0.2
0.1210016,-0.06084649,0.2
0.1140872,-0.06361224,0.2
0.1007194,-0.066378,0.2
