0,0,0,1
0.001
-0.07256681,0.04843374,0.2
-0.07256681,0.04843374,0.2
-0.07256681,0.04843374,0.2
-0.07089091,0.04876892,0.2
-0.05848918,0.04977446,0.2
-0.04776337,0.05044483,0.2
-0.04307083,0.05078002,0.2
-0.03402093,0.05078002,0.2
-0.03234501,0.05078002,0.2
-0.03234501,0.05078002,0.2
-0.03234501,0.05078002,0.2
-0.03234501,0.05078002,0.2
-0.03234501,0.05078002,0.2
-0.03200984,0.04843374,0.2
-0.03200984,0.04809856,0.2
-0.03335056,0.04508192,0.2
-0.03603201,0.03971901,0.2
-0.04139493,0.03234501,0.2
-0.04742819,0.02396548,0.2
-0.0527911,0.01357486,0.2
-0.05413184,0.01022304,0.2
-0.05413184,0.01022304,0.2
-0.05413184,0.01022304,0.2
-0.05413184,0.01022304,0.2
-0.05413184,0.01022304,0.2
-0.05413184,0.01022304,0.2
-0.05413184,0.01022304,0.2
-0.05413184,0.01022304,0.2
-0.05413184,0.01022304,0.2
