1,1,1,1
0.005
-0.05254925,0.05301021,0.2
-0.05254925,0.05301021,0.2
-0.05254925,0.05301021,0.2
-0.05231877,0.05301021,0.2
-0.04793965,0.05485403,0.2
-0.04333007,0.05692835,0.2
-0.03849002,0.05900267,0.2
-0.03318899,0.06130745,0.2
-0.02604415,0.06430368,0.2
-0.01843833,0.06753038,0.2
-0.00921917,0.07144853,0.2
-0.001152391,0.07490572,0.2
0.007375326,0.07813244,0.2
0.02166505,0.08135913,0.2
0.03203661,0.08366393,0.2
0.04033384,0.08596873,0.2
0.0477092,0.08781256,0.2
0.05416259,0.08965638,0.2
0.0585417,0.09080878,0.2
0.06176842,0.09150022,0.2
0.06245985,0.09173071,0.2
0.06245985,0.09173071,0.2
0.06245985,0.09173071,0.2
0.06245985,0.09173071,0.2
0.06245985,0.09173071,0.2
