1,1,1,1
0.005
-0.1352458,0.05982991,0.2
-0.1352458,0.05982991,0.2
-0.1352458,0.05982991,0.2
-0.1322291,0.05949473,0.2
-0.1292125,0.05949473,0.2
-0.1218385,0.05815401,0.2
-0.1124534,0.05681328,0.2
-0.1010572,0.05446701,0.2
-0.08865552,0.05212073,0.2
-0.08228707,0.05044483,0.2
-0.08228707,0.05044483,0.2
-0.08228707,0.05044483,0.2
-0.08228707,0.0491041,0.2
-0.08530371,0.0437412,0.2
-0.08664444,0.04139493,0.2
-0.08966108,0.03502648,0.2
-0.09133698,0.0289932,0.2
-0.09368325,0.01692667,0.2
-0.0946888,0.007876763,0.2
-0.0946888,0.002178685,0.2
-0.09468879,-0.001508318,0.2
-0.0946888,-0.002513859,0.2
-0.0946888,-0.002513859,0.2
-0.0946888,-0.002513859,0.2
-0.0946888,-0.002513859,0.2
